period,State,Sales,Price
5/1/2021,DE,842268.85,10.6
5/1/2021,FL,20326402,10.58
5/1/2021,GA,10686808,10.44
5/1/2021,HI,752872.17,29.26
5/1/2021,IA,4014429,8.65
5/1/2021,ID,2040873.4,7.83
5/1/2021,IL,10138714,10.16
5/1/2021,IN,7827266.2,10.08
5/1/2021,KS,3028253.3,10.52
5/1/2021,KY,5666079.9,8.8
5/1/2021,LA,7114051,9
5/1/2021,MA,3654263.6,18.31
5/1/2021,MD,4287079.8,11.09
5/1/2021,ME,849537.56,13.22
5/1/2021,MI,7726376.9,12.88
5/1/2021,MN,5057774,10.89
5/1/2021,MO,5526303.6,9.3
5/1/2021,MS,3632699.4,9.55
5/1/2021,MT,1096255.7,9.27
5/1/2021,NC,10096137,9.19
5/1/2021,ND,1745974.6,8.5
5/1/2021,NE,2337586.2,8.62
5/1/2021,NH,801726.97,17.04
5/1/2021,NJ,5417715.6,13.95
5/1/2021,NM,2043485.9,9.33
5/1/2021,NV,3211595.9,7.81
5/1/2021,NY,9967739.5,15.71
5/1/2021,OH,11466044,9.46
5/1/2021,OK,4893608.1,7.7
5/1/2021,OR,3965446.7,8.95
5/1/2021,PA,10595696,9.48
5/1/2021,RI,537253.26,17.18
5/1/2021,SC,6290249.5,9.62
5/1/2021,SD,944791.36,10.74
5/1/2021,TN,7145286.4,9.58
5/1/2021,TX,32479759,8.42
5/1/2021,UT,2528443.8,7.98
5/1/2021,VA,9184613.9,8.82
5/1/2021,VT,408265.54,16.2
5/1/2021,WA,6433525,8.56
5/1/2021,WI,5311118.8,10.82
5/1/2021,WV,2509000.6,8.8
5/1/2021,WY,1243748,8.37
4/1/2021,AK,483331.07,19.82
4/1/2021,AL,6161725.2,10.27
4/1/2021,AR,3420085.2,8.1
4/1/2021,AZ,5743219.3,10.28
4/1/2021,CA,15217344,19.15
4/1/2021,CO,4277661.4,10.28
4/1/2021,CT,1913984.3,19.25
4/1/2021,DC,688295.02,12.21
4/1/2021,DE,802918.06,10.44
4/1/2021,FL,17973099,10.42
4/1/2021,GA,9749479.4,9.87
4/1/2021,HI,690476.89,29.16
4/1/2021,IA,3919763.1,8.02
4/1/2021,ID,1848822.3,7.79
4/1/2021,IL,9398135.1,10.01
4/1/2021,IN,7372234.4,9.91
4/1/2021,KS,2729562.7,10.44
4/1/2021,KY,5425905.8,8.88
4/1/2021,LA,6863788.4,8.32
4/1/2021,MA,3711466.7,18.51
4/1/2021,MD,3948221.1,11.12
4/1/2021,ME,959547.33,13.38
4/1/2021,MI,7212904.7,12.6
4/1/2021,MN,4849483.5,10.8
4/1/2021,MO,5380516.2,9.15
4/1/2021,MS,3430313,9.48
4/1/2021,MT,1183236.2,9.13
4/1/2021,NC,9782297,9.1
4/1/2021,ND,1813320.5,8.28
4/1/2021,NE,2226883.7,9.31
4/1/2021,NH,788915.7,17.39
4/1/2021,NJ,4907108,13.67
4/1/2021,NM,1894172.5,9.24
4/1/2021,NV,2713504.8,8.07
4/1/2021,NY,10190773,14.58
4/1/2021,OH,10823199,9.52
4/1/2021,OK,4519362.4,7.75
4/1/2021,OR,3946869.2,9
4/1/2021,PA,10361515,9.44
4/1/2021,RI,517685.64,18.57
4/1/2021,SC,5781806.9,9.6
4/1/2021,SD,984501.74,10.04
4/1/2021,TN,7134988.6,9.79
4/1/2021,TX,30883261,9.57
4/1/2021,UT,2294225.6,8.03
4/1/2021,VA,8515117,8.22
4/1/2021,VT,404280.22,16.19
4/1/2021,WA,6961439.1,8.67
4/1/2021,WI,5107539,10.64
4/1/2021,WV,2458565.7,8.69
4/1/2021,WY,1251542.1,8.02
3/1/2021,AK,542447.58,19.69
3/1/2021,AL,6639535.1,10.14
3/1/2021,AR,3839006.4,8.45
3/1/2021,AZ,5361323.1,9.87
3/1/2021,CA,20509260,18.48
3/1/2021,CO,4495477.6,10.21
3/1/2021,CT,2154069.7,19.54
3/1/2021,DC,749300.41,12.21
3/1/2021,DE,900055.56,10.44
3/1/2021,FL,17951448,10.4
3/1/2021,GA,10435935,9.65
3/1/2021,HI,703355.19,29.94
3/1/2021,IA,4305806.3,7.92
3/1/2021,ID,1837460.8,8.02
3/1/2021,IL,10399202,10.24
3/1/2021,IN,7958276.6,10.02
3/1/2021,KS,2949364.6,10.29
3/1/2021,KY,5882673,8.66
3/1/2021,LA,7003784.7,8.24
3/1/2021,MA,3981438.2,19.02
3/1/2021,MD,4610140,11.26
3/1/2021,ME,991003.7,13.76
3/1/2021,MI,7825142.1,12.53
3/1/2021,MN,5411621,10.34
3/1/2021,MO,5950616.6,8.89
3/1/2021,MS,3775512.7,9.49
3/1/2021,MT,1284063.1,9.38
3/1/2021,NC,10095545,9.5
3/1/2021,ND,1952161.5,8.27
3/1/2021,NE,2493298.8,8.72
3/1/2021,NH,898896.31,17.12
3/1/2021,NJ,5646493.2,13.51
3/1/2021,NM,1928035.6,9.49
3/1/2021,NV,2652421.7,7.89
3/1/2021,NY,11057922,15.07
3/1/2021,OH,11688417,9.45
3/1/2021,OK,4720253.8,6.34
3/1/2021,OR,4449204.6,9.05
3/1/2021,PA,11737229,9.58
3/1/2021,RI,591099.54,19.14
3/1/2021,SC,5808250.7,10.16
3/1/2021,SD,1082959.5,9.94
3/1/2021,TN,7999724.9,9.48
3/1/2021,TX,29922200,10.56
3/1/2021,UT,2434768.2,8.03
3/1/2021,VA,9527524.7,9.2
3/1/2021,VT,457452.18,16.05
3/1/2021,WA,8111273.5,8.79
3/1/2021,WI,5570908.1,10.71
3/1/2021,WV,2750811.6,9
3/1/2021,WY,1354259.7,8.32
2/1/2021,AK,518868.34,19.85
2/1/2021,AL,6943584.4,10.54
2/1/2021,AR,4078908.4,12.07
2/1/2021,AZ,5014097.8,10.02
2/1/2021,CA,15995009,18.71
2/1/2021,CO,4334007.7,10.46
2/1/2021,CT,2276851,19.66
2/1/2021,DC,763898.23,12.54
2/1/2021,DE,946248.61,10.57
2/1/2021,FL,17092996,10.81
2/1/2021,GA,10788990,10.31
2/1/2021,HI,624085.69,29.73
2/1/2021,IA,4459673.2,8.96
2/1/2021,ID,1890333.2,7.96
2/1/2021,IL,11256339,9.91
2/1/2021,IN,8543367.7,10.35
2/1/2021,KS,3376965.5,10.31
2/1/2021,KY,6456797.5,8.99
2/1/2021,LA,7246468.6,8.04
2/1/2021,MA,4224519,19.08
2/1/2021,MD,5145274.2,11.28
2/1/2021,ME,947634.68,14.07
2/1/2021,MI,7818693.3,12.87
2/1/2021,MN,5387242.7,10.53
2/1/2021,MO,7308080.8,8.51
2/1/2021,MS,3866604.2,9.82
2/1/2021,MT,1358510.3,9.26
2/1/2021,NC,11348337,9.48
2/1/2021,ND,2041194.3,8.35
2/1/2021,NE,2685172.6,9.31
2/1/2021,NH,906250.24,17.5
2/1/2021,NJ,5919157.7,13.58
2/1/2021,NM,1876639.4,9.39
2/1/2021,NV,2444341.3,8.11
2/1/2021,NY,11700000,15.41
2/1/2021,OH,12479555,9.4
2/1/2021,OK,5174271.7,15.35
2/1/2021,OR,4332902.1,9.11
2/1/2021,PA,12191918,9.86
2/1/2021,RI,579297.25,20.07
2/1/2021,SC,6301970,10.11
2/1/2021,SD,1161066.2,11.41
2/1/2021,TN,8801471.3,9.46
2/1/2021,TX,28884418,13.41
2/1/2021,UT,2352635.7,7.99
2/1/2021,VA,10540498,9.14
2/1/2021,VT,458475.03,16.08
2/1/2021,WA,7952912,8.81
2/1/2021,WI,5659040.6,11.11
2/1/2021,WV,2889966.9,8.84
2/1/2021,WY,1338802.4,9.11
1/1/2021,AK,539568.71,19.09
1/1/2021,AL,7565885.4,9.94
1/1/2021,AR,4239314.5,7.87
1/1/2021,AZ,5851933.3,9.67
1/1/2021,CA,18518763,17.92
1/1/2021,CO,4685063.4,10.05
1/1/2021,CT,2468561,18.66
1/1/2021,DC,865929.48,11.66
1/1/2021,DE,990320.02,10.09
1/1/2021,FL,17872070,10.48
1/1/2021,GA,11917201,9.46
1/1/2021,HI,725005.08,28.28
1/1/2021,IA,4562867.2,8.04
1/1/2021,ID,2086120.7,8.13
1/1/2021,IL,11574958,9.52
1/1/2021,IN,8677189,9.78
1/1/2021,KS,3287512.4,9.76
1/1/2021,KY,6764935,8.56
1/1/2021,LA,7710715.9,7.8
1/1/2021,MA,4480408.6,18.61
1/1/2021,MD,5534348.1,11.24
1/1/2021,ME,995121.27,13.89
1/1/2021,MI,8303983,12.62
1/1/2021,MN,5652906.7,10.09
1/1/2021,MO,7103182,8.33
1/1/2021,MS,4116577.1,9.22
1/1/2021,MT,1353762.6,9.14
1/1/2021,NC,12424434,8.88
1/1/2021,ND,2085557.2,7.95
1/1/2021,NE,2552280.5,8.37
1/1/2021,NH,966600.66,16.89
1/1/2021,NJ,5664866.8,13.99
1/1/2021,NM,2080038.4,9.06
1/1/2021,NV,2807660.5,7.92
1/1/2021,NY,12092374,14.73
1/1/2021,OH,12793036,9.21
1/1/2021,OK,5477418.9,7.12
1/1/2021,OR,4607121.1,9.06
1/1/2021,PA,13101226,9.72
1/1/2021,RI,628474.17,19.76
1/1/2021,SC,6955357.8,9.48
1/1/2021,SD,1150444.1,9.65
1/1/2021,TN,9028789.5,9.35
1/1/2021,TX,35084583,8.28
1/1/2021,UT,2662160.3,8
1/1/2021,VA,11293219,8.92
1/1/2021,VT,503187.02,15.83
1/1/2021,WA,8063738.3,8.61
1/1/2021,WI,5885581.9,10.7
1/1/2021,WV,3200612.9,8.73
1/1/2021,WY,1382005.9,8.19
12/1/2020,AK,555527.83,19.01
12/1/2020,AL,7310507.1,9.11
12/1/2020,AR,3854335.2,8.04
12/1/2020,AZ,5775382.1,9.82
12/1/2020,CA,21726344,17.26
12/1/2020,CO,4711565.7,10.1
12/1/2020,CT,2385840.3,17.98
12/1/2020,DC,844417.6,11.84
12/1/2020,DE,946976.88,10.26
12/1/2020,FL,17864979,10.29
12/1/2020,GA,11522873,9.59
12/1/2020,HI,753315.51,26.58
12/1/2020,IA,4435781.1,7.86
12/1/2020,ID,2163571.2,8.11
12/1/2020,IL,11248746,9.6
12/1/2020,IN,8277910.4,10.07
12/1/2020,KS,3257378.5,9.91
12/1/2020,KY,6395482.1,8.54
12/1/2020,LA,7147142.6,7.8
12/1/2020,MA,4253069.1,17.96
12/1/2020,MD,5328475.3,11.22
12/1/2020,ME,986471.16,13.34
12/1/2020,MI,8295290.4,12.51
12/1/2020,MN,5683856.6,10.11
12/1/2020,MO,6655101.1,8.44
12/1/2020,MS,3764666.8,9.27
12/1/2020,MT,1314219.5,9.19
12/1/2020,NC,10958963,9.49
12/1/2020,ND,2043445.1,7.84
12/1/2020,NE,2691285.2,8.27
12/1/2020,NH,940583.81,16.64
12/1/2020,NJ,6193505.8,13.28
12/1/2020,NM,2035315.9,8.91
12/1/2020,NV,2834594,7.62
12/1/2020,NY,11689626,14.55
12/1/2020,OH,12566670,9.37
12/1/2020,OK,5284889.3,7.04
12/1/2020,OR,4830691.7,8.96
12/1/2020,PA,12555633,9.7
12/1/2020,RI,615455.49,18.92
12/1/2020,SC,6249321.7,9.89
12/1/2020,SD,1119023.4,9.85
12/1/2020,TN,8123539.7,9.32
12/1/2020,TX,34485276,8.03
12/1/2020,UT,2665550.4,7.77
12/1/2020,VA,10965171,9.01
12/1/2020,VT,486418.19,16.31
12/1/2020,WA,8289483.7,8.68
12/1/2020,WI,5825054,10.68
12/1/2020,WV,3039401.4,8.85
12/1/2020,WY,1382178.7,8.06
11/1/2020,AK,523347.95,19.36
11/1/2020,AL,6154983.9,9.78
11/1/2020,AR,3379526.2,8.13
11/1/2020,AZ,5460700.4,9.44
11/1/2020,CA,16723704,18.38
11/1/2020,CO,4266646.8,10.31
11/1/2020,CT,2013664.5,18.22
11/1/2020,DC,753119.46,11.72
11/1/2020,DE,800336.64,10.57
11/1/2020,FL,18496541,10.38
11/1/2020,GA,9696910.7,9.57
11/1/2020,HI,758084.72,26.52
11/1/2020,IA,4010089.1,7.87
11/1/2020,ID,1844845.7,7.93
11/1/2020,IL,9748157.7,9.88
11/1/2020,IN,7549254.6,9.91
11/1/2020,KS,2874389.3,10.19
11/1/2020,KY,5364656.8,8.67
11/1/2020,LA,6620024.9,7.81
11/1/2020,MA,3732422.3,17.69
11/1/2020,MD,4176223.3,11.12
11/1/2020,ME,837562.89,13.09
11/1/2020,MI,7441310.7,12
11/1/2020,MN,5052465.8,10.05
11/1/2020,MO,5529585.9,8.7
11/1/2020,MS,3364541.2,9.32
11/1/2020,MT,1166774.6,9.27
11/1/2020,NC,10209640,8.7
11/1/2020,ND,1887571.4,8.16
11/1/2020,NE,2388584.5,8.46
11/1/2020,NH,813144.42,16.75
11/1/2020,NJ,5160741.2,12.95
11/1/2020,NM,1858748.4,9.2
11/1/2020,NV,2638279.1,7.61
11/1/2020,NY,10516599,14.88
11/1/2020,OH,10789592,9.4
11/1/2020,OK,4518503.9,7.48
11/1/2020,OR,4327367.7,8.97
11/1/2020,PA,10512899,9.59
11/1/2020,RI,519351.33,19.21
11/1/2020,SC,5920012.3,9.24
11/1/2020,SD,997183.95,10.21
11/1/2020,TN,6908716.3,9.44
11/1/2020,TX,30971483,8.07
11/1/2020,UT,2476605.8,7.92
11/1/2020,VA,8953098.1,8.71
11/1/2020,VT,425556.56,16.31
11/1/2020,WA,7057454.5,8.67
11/1/2020,WI,5254922.6,10.69
11/1/2020,WV,2554094.5,8.97
11/1/2020,WY,1249181.2,8.2
10/1/2020,AK,479364.93,20.19
10/1/2020,AL,6477247.3,9.83
10/1/2020,AR,3638051.2,8.29
10/1/2020,AZ,6801565.7,10.17
10/1/2020,CA,23587976,18.82
10/1/2020,CO,4526367.3,10.25
10/1/2020,CT,2000055.2,18.57
10/1/2020,DC,735846.35,12.21
10/1/2020,DE,826420.21,10.57
10/1/2020,FL,21040061,10.22
10/1/2020,GA,10389551,9.65
10/1/2020,HI,797993.12,26.41
10/1/2020,IA,4043751.4,7.95
10/1/2020,ID,1778508.9,7.92
10/1/2020,IL,9955016.8,9.94
10/1/2020,IN,7848707.1,9.87
10/1/2020,KS,3104193.7,10.36
10/1/2020,KY,5430026.6,8.57
10/1/2020,LA,6997023.9,8.17
10/1/2020,MA,3795462.3,17.68
10/1/2020,MD,4022864.5,11.25
10/1/2020,ME,909204.52,13.14
10/1/2020,MI,7645687,12.09
10/1/2020,MN,5002615.1,10.59
10/1/2020,MO,5599496.7,8.97
10/1/2020,MS,3731021.1,9.2
10/1/2020,MT,1102941,9.46
10/1/2020,NC,10142571,9.4
10/1/2020,ND,1840975.1,8.1
10/1/2020,NE,2374620.4,8.82
10/1/2020,NH,804403.97,16.59
10/1/2020,NJ,5221921.8,13.1
10/1/2020,NM,2019722.8,9.31
10/1/2020,NV,3051284.3,7.84
10/1/2020,NY,10780312,15.4
10/1/2020,OH,11220680,9.46
10/1/2020,OK,4747581.8,7.62
10/1/2020,OR,3998805.2,8.83
10/1/2020,PA,10494350,9.37
10/1/2020,RI,552869.32,18.41
10/1/2020,SC,6012099.6,9.82
10/1/2020,SD,977186.44,10.23
10/1/2020,TN,7217882.4,9.31
10/1/2020,TX,36093953,8.17
10/1/2020,UT,2555153.5,8.02
10/1/2020,VA,8444646.4,8.64
10/1/2020,VT,414181.42,16.42
10/1/2020,WA,6628125.3,8.55
10/1/2020,WI,5301658.5,10.71
10/1/2020,WV,2469520.3,8.87
10/1/2020,WY,1245053.8,8.4
9/1/2020,AK,445398.9,20.11
9/1/2020,AL,7297992.2,10.36
9/1/2020,AR,4258340,8.71
9/1/2020,AZ,8003825.9,10.82
9/1/2020,CA,23975364,19.77
9/1/2020,CO,4784252.3,10.84
9/1/2020,CT,2203680.6,18.83
9/1/2020,DC,824767.47,11.91
9/1/2020,DE,917244.85,10.34
9/1/2020,FL,22955281,10.43
9/1/2020,GA,11816431,10.15
9/1/2020,HI,746896.77,27.31
9/1/2020,IA,4041533.3,9.48
9/1/2020,ID,1969803,7.86
9/1/2020,IL,10573982,9.59
9/1/2020,IN,8103915.8,10.11
9/1/2020,KS,3447734.8,10.02
9/1/2020,KY,6025495,8.7
9/1/2020,LA,8174253.9,7.81
9/1/2020,MA,4318927.7,18.09
9/1/2020,MD,4599762.8,10.97
9/1/2020,ME,945546.99,13.52
9/1/2020,MI,7642917.6,12.26
9/1/2020,MN,4933452.7,11.26
9/1/2020,MO,6258056.3,9.69
9/1/2020,MS,4439869.2,8.95
9/1/2020,MT,1131242.1,9.4
9/1/2020,NC,11134533,9.92
9/1/2020,ND,1673748.5,8.9
9/1/2020,NE,2506527.1,9.46
9/1/2020,NH,868214,16.42
9/1/2020,NJ,6149658.7,13.97
9/1/2020,NM,2170128.2,10.05
9/1/2020,NV,3664848.9,9.44
9/1/2020,NY,12416358,15.97
9/1/2020,OH,11570300,9.5
9/1/2020,OK,5259891.8,8.26
9/1/2020,OR,3950047.7,8.81
9/1/2020,PA,11502720,9.51
9/1/2020,RI,621952.08,18.5
9/1/2020,SC,6667053.9,10.25
9/1/2020,SD,1005577.4,10.34
9/1/2020,TN,8948319.1,9.49
9/1/2020,TX,39782779,8.68
9/1/2020,UT,2728826.5,8.66
9/1/2020,VA,9502814.6,8.98
9/1/2020,VT,419176.22,16.41
9/1/2020,WA,6295497.8,8.53
9/1/2020,WI,5300000.9,10.85
9/1/2020,WV,2432603.6,8.96
9/1/2020,WY,1146968.6,8.55
8/1/2020,AK,462605.38,20.05
8/1/2020,AL,8381163.6,10.33
8/1/2020,AR,4683542.6,8.55
8/1/2020,AZ,9843022.5,11.14
8/1/2020,CA,24001906,19.95
8/1/2020,CO,5567124,10.81
8/1/2020,CT,2664817.5,19.67
8/1/2020,DC,925385.69,11.49
8/1/2020,DE,1169642.2,9.84
8/1/2020,FL,24982873,10.09
8/1/2020,GA,13656160,10.83
8/1/2020,HI,773079.04,26.17
8/1/2020,IA,4627915.9,10.69
8/1/2020,ID,2510527.2,8.3
8/1/2020,IL,13199727,9.75
8/1/2020,IN,9237584.7,9.89
8/1/2020,KS,4079527.8,10.69
8/1/2020,KY,6781201,8.7
8/1/2020,LA,8705250.1,7.58
8/1/2020,MA,5196301.4,18.49
8/1/2020,MD,5760722.8,10.8
8/1/2020,ME,1085968.7,13.59
8/1/2020,MI,9540755.9,12.29
8/1/2020,MN,5925201.3,11.17
8/1/2020,MO,7387035.2,11.05
8/1/2020,MS,4735417,8.99
8/1/2020,MT,1257733.7,9.51
8/1/2020,NC,12827890,9.73
8/1/2020,ND,1790929.6,8.8
8/1/2020,NE,3138861.1,9.4
8/1/2020,NH,1018648.3,16.44
8/1/2020,NJ,7740897.9,14.46
8/1/2020,NM,2478582.3,10.25
8/1/2020,NV,4458305.5,9.01
8/1/2020,NY,14164865,15.85
8/1/2020,OH,13512245,9.55
8/1/2020,OK,6383329.1,8.22
8/1/2020,OR,4473884.4,8.77
8/1/2020,PA,13577593,9.66
8/1/2020,RI,761803.93,19.29
8/1/2020,SC,7832583.5,10.24
8/1/2020,SD,1166553.4,10.62
8/1/2020,TN,9838066.2,9.51
8/1/2020,TX,43718742,8.75
8/1/2020,UT,3380841.4,9.05
8/1/2020,VA,11616899,9.37
8/1/2020,VT,477343.34,16.1
8/1/2020,WA,6901603.1,8.25
8/1/2020,WI,6336519.5,11.12
8/1/2020,WV,2869707.6,8.43
8/1/2020,WY,1275620.7,8.55
7/1/2020,AK,449823.31,20.39
7/1/2020,AL,8223479.9,10.41
7/1/2020,AR,4524334.5,8.93
7/1/2020,AZ,9559073.8,11.36
7/1/2020,CA,26098320,19.12
7/1/2020,CO,5526283.4,10.79
7/1/2020,CT,3022023,19.27
7/1/2020,DC,1015128.4,11.4
7/1/2020,DE,1189166.3,9.84
7/1/2020,FL,24655639,10.22
7/1/2020,GA,14170996,10.69
7/1/2020,HI,758443.11,25.98
7/1/2020,IA,4764899.8,10.98
7/1/2020,ID,2579322.3,8.51
7/1/2020,IL,14143895,9.7
7/1/2020,IN,9547974.4,10.1
7/1/2020,KS,4229568.3,10.72
7/1/2020,KY,7148498.4,8.66
7/1/2020,LA,8607696.8,7.66
7/1/2020,MA,5037856.6,18.32
7/1/2020,MD,6347383.4,10.71
7/1/2020,ME,1025036.7,13.62
7/1/2020,MI,10419695,12.7
7/1/2020,MN,6069092.1,11.32
7/1/2020,MO,8019986.8,11.2
7/1/2020,MS,4612767.6,9.1
7/1/2020,MT,1209511.5,9.2
7/1/2020,NC,13787256,9.58
7/1/2020,ND,1716491.6,9.05
7/1/2020,NE,3191552.6,9.73
7/1/2020,NH,1081483.7,16.01
7/1/2020,NJ,8489552.6,14.66
7/1/2020,NM,2449605.8,10.41
7/1/2020,NV,4351985.7,8.83
7/1/2020,NY,14462225,15.99
7/1/2020,OH,14535692,9.67
7/1/2020,OK,6595909,8.19
7/1/2020,OR,4399677.3,8.88
7/1/2020,PA,13979536,9.8
7/1/2020,RI,808342.91,17.45
7/1/2020,SC,7984993.1,10.26
7/1/2020,SD,1160686.8,10.41
7/1/2020,TN,9639538.3,9.7
7/1/2020,TX,44005789,8.62
7/1/2020,UT,3195443.4,8.89
7/1/2020,VA,12356065,9.41
7/1/2020,VT,505419.17,16.26
7/1/2020,WA,6877428,8.33
7/1/2020,WI,6786367.6,11.36
7/1/2020,WV,2962376.7,8.8
7/1/2020,WY,1250728.6,8.49
6/1/2020,AK,426737.26,20.5
6/1/2020,AL,7187132.2,10.31
6/1/2020,AR,3740833.6,8.77
6/1/2020,AZ,7869866.4,11.08
6/1/2020,CA,21459871,18.64
6/1/2020,CO,4760235.5,10.96
6/1/2020,CT,2428929.4,18.58
6/1/2020,DC,741827.46,12.15
6/1/2020,DE,945982.6,10.47
6/1/2020,FL,22229862,10.06
6/1/2020,GA,11701781,10.52
6/1/2020,HI,732892.77,25.92
6/1/2020,IA,4323091.8,9.36
6/1/2020,ID,2215274.2,8.34
6/1/2020,IL,11759539,9.92
6/1/2020,IN,8227580.6,10.23
6/1/2020,KS,3684244.8,10.87
6/1/2020,KY,6099722.4,8.62
6/1/2020,LA,7947183,7.51
6/1/2020,MA,3949492.8,17.45
6/1/2020,MD,4929338.7,10.99
6/1/2020,ME,872059.32,13.73
6/1/2020,MI,8347684.5,13
6/1/2020,MN,5241446.9,11.73
6/1/2020,MO,6834835.7,11.26
6/1/2020,MS,4028454.4,9.11
6/1/2020,MT,1146190.9,8.93
6/1/2020,NC,11067318,9.52
6/1/2020,ND,1541520.3,9.09
6/1/2020,NE,2755037.1,9.46
6/1/2020,NH,892823.17,16.45
6/1/2020,NJ,6572674.3,14.21
6/1/2020,NM,2122327.2,9.8
6/1/2020,NV,3564581.3,8.72
6/1/2020,NY,11464546,15.8
6/1/2020,OH,12123593,9.54
6/1/2020,OK,5833552.5,8.07
6/1/2020,OR,3852821.9,8.74
6/1/2020,PA,11184452,9.64
6/1/2020,RI,645559.67,16.82
6/1/2020,SC,6728358.6,10.16
6/1/2020,SD,1003386.4,10.28
6/1/2020,TN,7914352.8,9.7
6/1/2020,TX,38159282,8.58
6/1/2020,UT,2623858.1,8.78
6/1/2020,VA,9959231.8,9.33
6/1/2020,VT,429796.95,16.62
6/1/2020,WA,6451667.8,8.22
6/1/2020,WI,5717377.6,11.31
6/1/2020,WV,2477021.7,8.8
6/1/2020,WY,1138493.1,8.52
5/1/2020,AK,432822.4,19.95
5/1/2020,AL,6260689.8,9.73
5/1/2020,AR,3200655.9,8.17
5/1/2020,AZ,7075001.2,11.05
5/1/2020,CA,18956694,16.73
5/1/2020,CO,4417230.5,9.96
5/1/2020,CT,1904142,19.76
5/1/2020,DC,763524.57,12.33
5/1/2020,DE,806097.1,10.65
5/1/2020,FL,19310720,8.46
5/1/2020,GA,10010751,9.83
5/1/2020,HI,683515.7,28
5/1/2020,IA,3732534.7,9.14
5/1/2020,ID,1950230.8,7.65
5/1/2020,IL,9676699,10.15
5/1/2020,IN,6985776.3,9.83
5/1/2020,KS,2764637,10.98
5/1/2020,KY,5298121.7,8.66
5/1/2020,LA,6769045.3,7.46
5/1/2020,MA,3609596.6,17.79
5/1/2020,MD,4121815.9,11.3
5/1/2020,ME,807602.08,13.61
5/1/2020,MI,6890408.3,12.43
5/1/2020,MN,4499164.5,10.67
5/1/2020,MO,5245710.9,10.35
5/1/2020,MS,3345224.2,9.21
5/1/2020,MT,1065414.6,8.86
5/1/2020,NC,9725377.6,9.18
5/1/2020,ND,1536525.9,8.82
5/1/2020,NE,2118465.9,9.19
5/1/2020,NH,785812.11,16.71
5/1/2020,NJ,5006802.5,13.47
5/1/2020,NM,1959446.1,8.81
5/1/2020,NV,3049628.7,8.09
5/1/2020,NY,9729970.3,14.5
5/1/2020,OH,10176761,9.63
5/1/2020,OK,4647422,7.33
5/1/2020,OR,3802678.9,8.88
5/1/2020,PA,9864695.4,9.87
5/1/2020,RI,552877.37,17.85
5/1/2020,SC,5739614.1,9.82
5/1/2020,SD,880885.08,9.98
5/1/2020,TN,6495681.3,9.4
5/1/2020,TX,32043435,8.33
5/1/2020,UT,2401779.2,8.39
5/1/2020,VA,8416213.7,9.08
5/1/2020,VT,395560.46,16.45
5/1/2020,WA,6312479.9,8.13
5/1/2020,WI,4945752.3,10.85
5/1/2020,WV,2414597.7,8.88
5/1/2020,WY,1120792.1,8.51
4/1/2020,AK,472335.87,19.11
4/1/2020,AL,5708451.2,9.62
4/1/2020,AR,3178009.6,8.2
4/1/2020,AZ,5391696.6,10.13
4/1/2020,CA,16963480,16.08
4/1/2020,CO,3972532,9.86
4/1/2020,CT,1845311.5,20.54
4/1/2020,DC,712083.82,12.1
4/1/2020,DE,800555.69,10.25
4/1/2020,FL,18600773,10.22
4/1/2020,GA,8897642.9,9.52
4/1/2020,HI,621833.54,30.35
4/1/2020,IA,3718950.3,8.68
4/1/2020,ID,1729814.5,7.58
4/1/2020,IL,9080240.5,9.93
4/1/2020,IN,6544253.7,10.02
4/1/2020,KS,2692592.3,10.37
4/1/2020,KY,5046617,8.49
4/1/2020,LA,6868703.2,6.91
4/1/2020,MA,3590055.9,18.53
4/1/2020,MD,3973692.5,11.28
4/1/2020,ME,880313.59,13.72
4/1/2020,MI,6437425.6,12.33
4/1/2020,MN,4700404.4,10.26
4/1/2020,MO,5089179.7,8.97
4/1/2020,MS,3308070.1,9.01
4/1/2020,MT,1225347,8.69
4/1/2020,NC,8666864.1,9.68
4/1/2020,ND,1730695.9,8.71
4/1/2020,NE,2174677.3,8.94
4/1/2020,NH,779748.83,16.72
4/1/2020,NJ,4734063.5,13.36
4/1/2020,NM,1747043.9,8.63
4/1/2020,NV,2503862.5,7.86
4/1/2020,NY,10322365,13.61
4/1/2020,OH,9922458.6,9.66
4/1/2020,OK,4282223.4,7.39
4/1/2020,OR,3852912.8,8.72
4/1/2020,PA,10177527,9.87
4/1/2020,RI,536871.01,19.01
4/1/2020,SC,5158598.5,9.86
4/1/2020,SD,957695.27,9.94
4/1/2020,TN,6498840.3,9.46
4/1/2020,TX,30237030,8.23
4/1/2020,UT,2197475,7.93
4/1/2020,VA,7977088.5,9.33
4/1/2020,VT,392218.15,16.43
4/1/2020,WA,7019992.7,8.08
4/1/2020,WI,4893557.6,10.67
4/1/2020,WV,2380346.8,8.7
4/1/2020,WY,1206039.3,8.28
3/1/2020,AK,535209.15,19.55
3/1/2020,AL,6479782,9.34
3/1/2020,AR,3615505.3,8.01
3/1/2020,AZ,5172092.4,9.49
3/1/2020,CA,19334996,16.22
3/1/2020,CO,4429543.5,9.79
3/1/2020,CT,2092072.1,19.44
3/1/2020,DC,747481.37,12.12
3/1/2020,DE,867939.57,10.37
3/1/2020,FL,18071126,10.05
3/1/2020,GA,10001748,9.4
3/1/2020,HI,725432.12,29.38
3/1/2020,IA,4066194.1,8.5
3/1/2020,ID,1783165.8,7.68
3/1/2020,IL,10412077,9.66
